actual_explainer_model_a,actual_explainer_model_b,arm_a,arm_b,athlete_band,explainer_model_a,explainer_model_b,explainer_temperature_a,explainer_temperature_b,explainer_verified_a,explainer_verified_b,feature_gaps,fixture_id,generation_condition_a,generation_condition_b,match_distance,match_rule,old_quality_score_a,old_quality_score_b,pair_id,plan_a_id,plan_b_id,plan_days,race_phase,readiness,recovery_capability,score_a,score_b,score_bin,score_bin_a,score_bin_b,score_gap,source_model_a,source_model_b,source_temperature_a,source_temperature_b,structural_score_a,structural_score_b,structural_score_gap,structural_score_version
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 10.0, ""mean_day_minutes"": 3.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 27.0}","ab_A2__r_low__rc_high__ph_peak","None","None","0.817","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0099","ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s015","ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s008","7","peak","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 13.0, ""mean_day_minutes"": 8.571, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 60.0}","ab_A2__r_low__rc_high__ph_peak","None","None","8.631","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0100","ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s017","ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s010","7","peak","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 35.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A2__r_low__rc_low__ph_base","None","None","6.7","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0101","ab_A2__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s011","7","base","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 27.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A2__r_low__rc_low__ph_base","None","None","6.54","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0102","ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s005","7","base","low","low","82.0","82.0","82","82","82","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 2.0, ""mean_day_minutes"": 4.714, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 33.0}","ab_A2__r_low__rc_low__ph_base","None","None","6.794","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0103","ab_A2__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s017","7","base","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 3.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 25.0}","ab_A2__r_low__rc_low__ph_base","None","None","1.171","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0104","ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s008","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 28.0, ""mean_day_minutes"": 6.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 42.0}","ab_A2__r_low__rc_low__ph_base","None","None","1.52","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0105","ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s002","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 81.0, ""mean_day_minutes"": 0.571, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 4.0}","ab_A2__r_low__rc_low__ph_base","None","None","7.711","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0106","ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s013","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 8.0, ""mean_day_minutes"": 5.286, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 37.0}","ab_A2__r_low__rc_low__ph_base","None","None","8.006","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0107","ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s010","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 10.0, ""mean_day_minutes"": 5.286, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 37.0}","ab_A2__r_low__rc_low__ph_base","None","None","8.046","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0108","ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s006","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 1.143, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 8.0}","ab_A2__r_low__rc_low__ph_peak","None","None","6.243","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0109","ab_A2__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s017","7","peak","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 12.0, ""mean_day_minutes"": 1.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 10.0}","ab_A2__r_low__rc_low__ph_peak","None","None","0.469","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0110","ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s002","7","peak","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A2__r_low__rc_low__ph_peak","None","None","6.6","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0111","ab_A2__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s014","7","peak","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 10.0, ""mean_day_minutes"": 4.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 32.0}","ab_A2__r_low__rc_low__ph_peak","None","None","0.931","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0112","ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s008","7","peak","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 10.0, ""mean_day_minutes"": 6.857, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 48.0}","ab_A2__r_low__rc_low__ph_peak","None","None","8.297","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0113","ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007","ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s010","7","peak","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 14.0, ""mean_day_minutes"": 8.286, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 58.0}","ab_A2__r_low__rc_low__ph_peak","None","None","4.606","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0114","ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s008","ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s015","7","peak","low","low","87.0","86.143","87","87","86","0.857","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","86.143","0.857","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 8.0, ""mean_day_minutes"": 5.0, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 35.0}","ab_A2__r_low__rc_low__ph_peak","None","None","3.96","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0115","ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s009","ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s004","7","peak","low","low","87.0","88.714","87","87","89","1.714","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","88.714","1.714","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 11.0, ""mean_day_minutes"": 1.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 10.0}","ab_A3__r_high__rc_high__ph_base","None","None","0.449","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0116","ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s000","7","base","high","high","86.0","86.0","86","86","86","0.0","google/gemma-3-4b-it","None","None","None","86.0","86.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 86.0, ""mean_day_minutes"": 27.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 195.0}","ab_A3__r_high__rc_high__ph_base","None","None","10.177","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0117","ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s013","7","base","high","high","80.0","80.0","80","80","80","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","80.0","80.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 85.0, ""mean_day_minutes"": 53.143, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 3.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 372.0}","ab_A3__r_high__rc_high__ph_base","None","None","19.203","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0118","ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s002","7","base","high","high","88.4","86.857","88","88","87","1.543","google/gemma-3-4b-it","None","None","None","88.4","86.857","1.543","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 189.0, ""mean_day_minutes"": 49.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 344.0}","ab_A3__r_high__rc_high__ph_base","None","None","13.643","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0119","ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s001","7","base","high","high","86.4","85.857","86","86","86","0.543","Qwen/Qwen2.5-7B-Instruct","None","None","None","86.4","85.857","0.543","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 24.0, ""mean_day_minutes"": 13.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 91.0}","ab_A3__r_high__rc_high__ph_base","None","None","8.56","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0120","ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s011","7","base","high","high","93.0","94.0","93","93","94","1.0","google/gemma-3-4b-it","None","None","None","93.0","94.0","1.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 69.0, ""mean_day_minutes"": 17.0, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 119.0}","ab_A3__r_high__rc_high__ph_base","None","None","15.1","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0121","ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s012","7","base","high","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 34.0, ""mean_day_minutes"": 43.429, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 304.0}","ab_A3__r_high__rc_high__ph_base","None","None","12.629","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0122","ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s003","7","base","high","high","94.5","95.0","95","95","95","0.5","google/gemma-3-4b-it","None","None","None","94.5","95.0","0.5","structural_score_v1.0.0"
"None","None","llm","programmatic","A3","None","None","None","None","None","None","{""max_day_minutes"": 11.0, ""mean_day_minutes"": 22.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 155.0}","ab_A3__r_high__rc_high__ph_base","None","None","3.763","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0123","ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s010","7","base","high","high","100.0","100.0","100","100","100","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
